Name: CCTV-1, URL: http://45.145.229.71:8866/TVOD/6000000001000029752/wasusyt/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 深圳卫视 (1080p) [Not 24/7], URL: http://183.207.248.71/cntv/live1/HD-2500k-1080P-shenzhenstv/HD-2500k-1080P-shenzhenstv$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 湖北 Ⅰ 荆门公共台 (1080p) [Geo-blocked], URL: http://jingmen.live.cjyun.org/video/s10101-jmggpd.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 湖北卫视 (576p), URL: http://183.207.248.71/gitv/live1/G_HUBEI/G_HUBEI$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 湖北卫视 (576p), URL: http://183.207.249.16/PLTV/4/224/3221225877/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 湖南卫视 (360p), URL: http://125.210.152.18:9090/live/HNWSHD_H265.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 湖南都市 (576p), URL: http://hnsd.chinashadt.com:2036/live/stream:hunandushi.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 湘潭公共 (576p), URL: http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 湘潭新闻综合 (720p), URL: http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滁州公共 (450p), URL: http://183.167.193.45:1935/live/cztvgg/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滁州市广播电视台 公共频道 (400p), URL: http://live.cztv.cc:85/live/ggpd.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 216 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: 滁州市广播电视台 新闻综合频道 (1080p), URL: http://live.cztv.cc:85/live/xwpd.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 216 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: 滁州市广播电视台 科教频道 (400p), URL: http://live.cztv.cc:85/live/sjpd.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 216 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: 滁州新闻综合 (450p), URL: http://183.167.193.45:1935/live/cztvzh/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滦县综合 (576p), URL: http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滦县综艺 (576p), URL: http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滨州公共电视剧 (576p), URL: http://stream.bzcm.net/1/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滨州新闻综合 (576p), URL: http://stream.bzcm.net/2/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滨州测试 (576p), URL: http://stream.bzcm.net/4/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滨海新闻 (1080p), URL: http://60.30.52.41/live/bhtv1/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 滨海都市 (1080p), URL: http://60.30.52.41/live/bhtv2/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 漳州新闻综合 (720p) [Not 24/7], URL: https://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 灵台新闻综合 (1080p), URL: http://117.156.28.119/270000001111/1110000145/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 炫动卡通 (576p), URL: http://223.110.245.139/PLTV/4/224/3221226388/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 点掌财经 (712p), URL: http://cclive.aniu.tv/live/anzb.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 無綫新聞台, URL: https://pull-f5-spe.ixigua.com/yeslivetv.com/446133069-816601364/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 無綫財經·體育·資訊台, URL: https://pull-f5-spe.ixigua.com/yeslivetv.com/944048695-106799677/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 甘肃公共 (540p) [Not 24/7], URL: https://hls.gstv.com.cn/49048r/3t5xyc.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 甘肃卫视 (540p), URL: http://112.25.48.68/live/program/live/gsws/1300000/mnf.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 甘肃移动 (540p) [Not 24/7], URL: https://hls.gstv.com.cn/49048r/y72q36.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 生活 (576p), URL: http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227311/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 电白视窗 (360p) [Not 24/7], URL: http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 电白视窗 (576p) [Not 24/7], URL: http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 电白综合 (360p) [Not 24/7], URL: http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 电白综合 (576p) [Not 24/7], URL: http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 白城新闻综合 [Geo-blocked], URL: https://stream2.jlntv.cn/baicheng1/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 白山新闻综合 [Geo-blocked], URL: https://stream2.jlntv.cn/baishan1/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 百事通体育1 (1080p) [Not 24/7], URL: http://112.25.48.68/live/program/live/hdnba1/4000000/mnf.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 百事通体育2 (1080p) [Not 24/7], URL: http://112.25.48.68/live/program/live/hdnba2/4000000/mnf.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 百事通体育3 (1080p) [Not 24/7], URL: http://112.25.48.68/live/program/live/hdnba3/4000000/mnf.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 百事通体育5 (1080p), URL: http://112.25.48.68/live/program/live/hdnba5/4000000/mnf.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 百事通体育7 (1080p) [Not 24/7], URL: http://112.25.48.68/live/program/live/hdnba7/4000000/mnf.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄娱乐, URL: http://pluslive1.sjzntv.cn/yule/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄娱乐, URL: http://60.7.56.33:4000/rtp/239.253.92.93:8120$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄娱乐, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0948&tk=97475bb89d45$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄生活, URL: http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄生活, URL: http://60.7.56.33:4000/rtp/239.253.92.94:8121$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄生活, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6093&tk=7d4ad8f156e3$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄都市, URL: http://pluslive1.sjzntv.cn/dushi/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄都市, URL: http://60.7.56.33:4000/rtp/239.253.92.95:8122$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石家庄都市, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0430&tk=7877e7cc41c7$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 石景山电视台 (1080p) [Not 24/7], URL: https://live.sjsrm.com/bjsjs/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 福山生活 (576p) [Not 24/7], URL: http://live.jiaodong.net:82/tvfushan/hls/tv_shenghuo.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 福州广播电视台新闻综合频道 (FZTV-1) (1080p), URL: http://live.zohi.tv/video/s10001-fztv-1/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 361 ms, Speed: 0.68 M/s, Resolution: 1920x1080
Name: 福州广播电视台都市生活频道 (FZTV-3) (1080p), URL: http://live.zohi.tv/video/s10001-fztv-3/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 361 ms, Speed: 0.68 M/s, Resolution: 1920x1080
Name: 福州电视台少儿频道 (FZTV-少儿) (1080p), URL: http://live.zohi.tv/video/s10001-fztv-4/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 361 ms, Speed: 0.68 M/s, Resolution: 1920x1080
Name: 萬州三峽移民 (576p), URL: http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 172 ms, Speed: 0.25 M/s, Resolution: 720x576
Name: 萬州三峽移民 (576p), URL: http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 萬州影視文藝 (576p), URL: http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 萬州影視文藝 (576p) [Not 24/7], URL: http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 172 ms, Speed: 0.25 M/s, Resolution: 720x576
Name: 萬州科教頻道 (576p), URL: http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 172 ms, Speed: 0.25 M/s, Resolution: 720x576
Name: 萬州科教頻道 (576p), URL: http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 萬州綜合頻道 (576p), URL: http://123.146.162.24:8017/iTXwrGs/800/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 172 ms, Speed: 0.25 M/s, Resolution: 720x576
Name: 萬州綜合頻道 (576p), URL: http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 积石山电视台 (1080p), URL: http://117.156.28.119/270000001111/1110000152/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 篮球资讯 (576p), URL: http://223.110.245.139/PLTV/4/224/3221227023/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 娄底综合 (720p), URL: http://119.39.242.52:1935/live/zonghe/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 粤语电影2, URL: http://epg.112114.xyz/douyu/6566671$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 粤语电影3, URL: http://epg.112114.xyz/douyu/1226741$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 精品电影 (1080p), URL: http://183.207.248.71/cntv/live1/jdianying/jdianying$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 红牛REDBULL TV (720p), URL: https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 163 ms, Speed: 0.03 M/s, Resolution: 1280x720
Name: 纪实人文 (1080p), URL: http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 纯享4K (2160p), URL: http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 继续教育 (576p), URL: http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 罗山电视台 (1080p) [Not 24/7], URL: http://live.dxhmt.cn:9081/tv/11521-1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 置业 (576p), URL: http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227037/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 美国中文电视 (406p) [Not 24/7], URL: https://jpts.sinovision.net/livestream.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 美国狗狗宠物 (1080p), URL: https://video.blivenyc.com/broadcast/prod/2061/22/desktop-playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 耀才财经, URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 耀才财经, URL: https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 372 ms, Speed: 0.96 M/s, Resolution: 1024x576
Name: 耀才财经 (288p), URL: http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 肃州电视台 (1080p), URL: http://117.156.28.119/270000001111/1110000123/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 舟山公共生活 (720p), URL: http://live.wifizs.cn/ggsh/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 舟山新闻综合 (240p), URL: http://live.wifizs.cn/xwzh/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 舟山群岛旅游 (720p), URL: http://live.wifizs.cn/qdly/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 芜湖公共 (576p), URL: http://live1.wuhubtv.com/channel3/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 芜湖新闻综合 (576p), URL: http://live1.wuhubtv.com/channel1/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 芜湖生活 (576p), URL: http://live1.wuhubtv.com/channel2/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 荣昌综合 (404p) [Not 24/7], URL: http://183.64.181.25:40023/rongchang01.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 403 ms, Speed: 0.24 M/s, Resolution: 720x404
Name: 莒縣圖文頻道 (720p), URL: http://61.162.225.122:8181/live/test3.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 莒縣電視一套 (576p), URL: http://61.162.225.122:8181/live/test1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 莒縣電視二套 (576p) [Not 24/7], URL: http://61.162.225.122:8181/live/test2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 萍鄉公共頻道 (1080p) [Not 24/7], URL: http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv3stream.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 萍鄉教育頻道 (480p), URL: http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv2stream.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 萍鄉新聞綜合 (576p) [Not 24/7], URL: http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv1stream.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 萧山新闻综合 (720p) [Not 24/7], URL: https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 862 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: 蓬安新闻综合 (720p) [Not 24/7], URL: http://palive.patv123.com:8091/live/xwpd_800K.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 蕪湖教育頻道 (576p), URL: http://live1.wuhubtv.com/channel4/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 蕭山生活頻道 (720p) [Not 24/7], URL: https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 862 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: 袁州綜合頻道 (576p) [Not 24/7], URL: http://jxyz.chinashadt.com:8036/live/yz1.stream/playist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西安丝路 (404p) [Not 24/7], URL: http://stream2.xiancity.cn/xatv5/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西安乐购购物 (180p) [Not 24/7], URL: http://stream2.xiancity.cn/xatv6/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西安商务资讯 (180p) [Not 24/7], URL: http://stream2.xiancity.cn/xatv3/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西安影视 (180p) [Not 24/7], URL: http://stream2.xiancity.cn/xatv4/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西安新闻 (1080p) [Not 24/7], URL: http://stream2.xiancity.cn/xatv1/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西安白鸽 (180p) [Not 24/7], URL: http://stream2.xiancity.cn/xatv2/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西藏卫视 (576p), URL: http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西藏卫视 (576p), URL: http://117.169.120.140:8080/live/xizangstv/.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西藏卫视 (576p), URL: http://183.207.249.16/PLTV/3/224/3221225523/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西藏卫视 (576p), URL: http://media.vtibet.com/masvod/HLSLive/9/hanyuTV_q1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西藏藏語 (576p), URL: http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 西青新闻综合 (1080p) [Not 24/7], URL: http://221.238.209.44:81/hls/live1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 贝爷影厅, URL: http://epg.112114.xyz/douyu/252802$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 贵州卫视 (360p), URL: http://125.210.152.18:9090/live/GZWSHD_H265.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 贵州卫视 (576p), URL: http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 贵州卫视 (576p), URL: http://183.207.248.71/gitv/live1/G_GUIZHOU/G_GUIZHOU$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 贵州卫视 (576p), URL: http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 赵县电视一套 (360p), URL: http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream_360p/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 赵县电视一套 (576p), URL: http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 赵县电视二套 (360p), URL: http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream_360p/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 赵县电视二套 (576p), URL: http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 辛集新聞頻道 (480p) [Not 24/7], URL: http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 辛集生活頻道 (480p) [Not 24/7], URL: http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 辽宁卫视 (576p), URL: http://183.207.248.71/cntv/live1/liaoningstv/liaoningstv$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 辽宁卫视 (576p), URL: http://183.207.249.12/PLTV/4/224/3221225802/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 辽宁卫视 (576p), URL: http://183.207.249.71/PLTV/3/224/3221225566/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 辽源新闻综合 [Geo-blocked], URL: https://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 迪庆综合 (1080p), URL: http://stream01.dqtv123.com:1935/live/xinwenzonghe.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 迪庆藏语 (576p), URL: http://stream01.dqtv123.com:1935/live/diqingzangyu.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 通化新闻 [Geo-blocked], URL: https://stream2.jlntv.cn/tonghua1/sd/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 通州电视台 (720p), URL: http://pull.dayuntongzhou.com/live/tztv.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 159 ms, Speed: 0.00 M/s, Resolution: None
